Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Connect Security Information and Event Management solutions to Microsoft Cloud App Security,https://docs.microsoft.com/en-us/learn/modules/cloud-app-security-siem-integration/,7,132,520,55.17%,58,16,16,,3.7569444444444446,3.41540404040404,36,5,2,,,m365-ems-cloud-app-security,administrator,advanced,beccarobins,beccarobins
Construct KQL statements for Microsoft Sentinel,https://docs.microsoft.com/en-us/learn/modules/construct-kusto-query-language-statements/,10,2451,18870,37.54%,2133,399,359,1,312.0883333333333,15.323486088379706,36,4.9375,16,,,azure;azure-sentinel,security-operations-analyst,intermediate,bneeb,wwlpublish
Convert data types using casting and conversion techniques in C#,https://docs.microsoft.com/en-us/learn/modules/csharp-convert-cast/,9,2013,17976,59.38%,1551,459,476,,468.1625,27.977838645418327,36,4.809523809523809,42,,,dotnet,developer;student,beginner,rotabor,bobtabor-msft
Create a user interface with decentralized apps,https://docs.microsoft.com/en-us/learn/modules/blockchain-create-ui-decentralized-apps/,7,1259,5876,23.98%,739,88,81,,133.93944444444443,12.817171717171718,36,4.8,10,,,azure,developer;student,beginner,chnoring,DanMabee
Create items in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/create-items/,7,663,3498,23.62%,509,60,43,,42.58861111111111,7.7199899295065455,36,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Create serverless logic with Azure Functions,https://docs.microsoft.com/en-us/learn/modules/create-serverless-logic-with-azure-functions/,6,12800,97386,35.42%,10881,1926,2133,10,2708.9538888888887,25.560187660533625,36,4.723300970873787,206,633,434,azure;azure-functions;azure-portal,developer;solution-architect;student,beginner,robmcm,rmcmurray
Deep learning with Horovod for distributed training,https://docs.microsoft.com/en-us/learn/modules/deep-learning-with-horovod-distributed-training/,6,300,1418,62.77%,188,59,68,,10.822777777777778,4.329111111111111,36,5,2,,,azure-databricks,data-scientist,intermediate,b-dstrodtman,b-dstrod
Deploy child and extension resources by using Bicep,https://docs.microsoft.com/en-us/learn/modules/child-extension-bicep-templates/,9,685,4196,28.24%,527,74,85,3,134.40777777777777,23.649462365591397,36,4.8,5,9,7,azure-resource-manager,devops-engineer;developer;administrator,intermediate,jodowns,johndowns
Design an MVVM viewmodel for Xamarin.Forms,https://docs.microsoft.com/en-us/learn/modules/design-a-mvvm-viewmodel-for-xamarin-forms/,6,574,3362,25.94%,424,55,51,,81.30333333333333,16.997212543554006,36,4.8,5,,,xamarin;dotnet;vs,developer,intermediate,adpatrid,patridge
Design authentication and authorization solutions,https://docs.microsoft.com/en-us/learn/modules/design-authentication-authorization-solutions/,12,3064,30424,55.48%,2521,694,745,4,1024.9763888888888,40.45959429824561,36,4.844444444444444,45,,,azure-active-directory;azure-active-directory-b2c;azure-rbac,solution-architect,advanced,cynthist,wwlpublish
Discover customer needs as a Solution Architect for Dynamics 365 and Microsoft Power Platform,https://docs.microsoft.com/en-us/learn/modules/discover-customer-needs/,6,924,5094,54.19%,720,194,190,,131.17222222222222,17.109420289855073,36,4.923076923076923,13,,,dynamics-365;power-platform,solution-architect,advanced,dbeasley,DaveBeasley
Discover data analysis,https://docs.microsoft.com/en-us/learn/modules/data-analytics-microsoft/,6,58342,353087,38.13%,54020,10215,8231,92,10303.437777777777,21.313047875152268,36,4.822027716994894,1371,,,power-bi;power-platform,data-analyst,intermediate,robde,heyrob
Discover Microsoft safety guidelines for responsible conversational AI development,https://docs.microsoft.com/en-us/learn/modules/secure-responsible-conversational-ai/,9,62,222,50.00%,20,5,6,,3.008611111111111,5.823118279569893,36,,,,,azure;dynamics-365,functional-consultant;business-user,beginner,japerena,Adriamen
Enhance agent productivity with Customer Service workspace,https://docs.microsoft.com/en-us/learn/modules/enhance-agent-productivity-customer-service-workspace/,7,169,952,56.00%,100,28,26,,13.883888888888889,9.917063492063493,36,5,2,,,dynamics-365;dynamics-customer-service,business-user;functional-consultant,intermediate,kschimke,KevSch
Explore general ledger in Dynamics 365,https://docs.microsoft.com/en-us/learn/modules/explore-general-ledger-dynamics-365/,7,1025,7720,59.67%,859,256,242,,206.05444444444444,24.194259621656883,36,4.583333333333333,12,,,dynamics-finance,business-owner;business-user;functional-consultant;student,beginner,ceabrams,wwlpublish
Explore security concepts in Azure Machine Learning,https://docs.microsoft.com/en-us/learn/modules/azure-machine-learning-security/,8,1094,9254,64.35%,923,296,320,,326.12111111111113,35.903241590214066,36,4.583333333333333,12,,,azure;azure-machine-learning;azure-portal,ai-engineer;data-scientist;developer;solution-architect;student,beginner,jasdeb,wwlpublish
Explore security solutions in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/introduction-to-security-solutions-microsoft-365/,8,441,3030,65.48%,336,110,115,,99.14083333333333,27.03840909090909,36,5,7,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Explore SharePoint Online as a Microsoft 365 Enterprise Administrator,https://docs.microsoft.com/en-us/learn/modules/explore-sharepoint-online/,9,1209,8372,55.16%,837,230,234,1,201.9125,20.0907960199005,36,4.833333333333333,12,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Facilitate meetings and events with Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/facilitate-meetings-events-microsoft-teams/,7,58626,181523,10.67%,29472,1579,780,6,1547.5797222222222,3.173220673000251,36,4.7555555555555555,90,,,m365;office-teams,business-analyst;business-owner;business-user;student,beginner,tishaha,wwlpublish
Fundamentals of network security,https://docs.microsoft.com/en-us/learn/modules/network-fundamentals-2/,6,2412,10710,44.26%,1347,297,307,5,348.2661111111111,17.369880853422,36,4.666666666666667,30,,,azure,administrator;solution-architect;developer,beginner,chrvaw,cryophobia
Get started with Customer Data Platform,https://docs.microsoft.com/en-us/learn/modules/get-started-customer-data-platform/,6,172,998,52.78%,144,38,38,2,15.171111111111111,10.584496124031007,36,5,1,,,dynamics-365;dynamics-cust-insights,business-analyst;functional-consultant,intermediate,dbeasley,DaveBeasley
Get started with Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/modules/get-started-with-dynamics-365-for-customer-service/,5,2794,11982,32.14%,1952,313,244,2,333.4897222222222,14.353933524629364,36,4.714285714285714,21,,,dynamics-365;dynamics-customer-service,business-user;functional-consultant,beginner,kschimke,KevSch
Get started with TypeScript,https://docs.microsoft.com/en-us/learn/modules/typescript-get-started/,8,5575,26759,22.14%,4024,444,304,7,652.8102777777777,14.089430455635492,36,4.934426229508197,61,,,vs-code,developer;student,beginner,chnoring,GeekTrainer
Get started with warehouse management in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/get-started-warehouse-management/,9,265,1790,32.47%,154,25,22,,28.50888888888889,12.958585858585858,36,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Give and receive effective feedback,https://docs.microsoft.com/en-us/learn/modules/give-receive-effective-feedback/,8,222,1552,58.90%,146,43,40,,32.2125,17.41216216216216,36,4,6,,,azure;vs-code,developer;student,beginner,chnoring,interurban
How to build a basic chatbot,https://docs.microsoft.com/en-us/learn/modules/how-build-basic-chatbot/,8,10382,87074,65.51%,8872,2899,2811,8,1355.2980555555555,15.731840459147481,36,4.830258302583026,271,,,power-platform;power-virtual-agents,business-analyst;developer;maker,beginner,chsims,wwlpublish
Identify project lifecycle management capabilities in Microsoft Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/modules/identify-project-operations-capabilities/,9,738,5972,59.87%,622,185,187,,136.9477777777778,22.38928247048138,36,4.3,10,,,dynamics-365;dynamics-project-operations,business-owner;business-user;functional-consultant;student,beginner,ceabrams,wwlpublish
Implement policy tips for DLP policies,https://docs.microsoft.com/en-us/learn/modules/implement-policy-tips-for-dlp-policies/,8,161,1080,70.00%,120,42,43,,16.753611111111113,12.565208333333333,36,5,2,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Ingest Data into Azure Digital Twins,https://docs.microsoft.com/en-us/learn/modules/ingest-data-into-azure-digital-twins/,9,175,1590,31.15%,123,19,20,,33.17583333333334,22.879885057471263,36,5,1,,,azure;azure-iot,developer;solution-architect,beginner,teodelas,Teodelas
Introduction to MLOps for IoT Edge,https://docs.microsoft.com/en-us/learn/modules/intro-mlops-iot-edge/,6,355,1382,35.79%,191,34,40,1,25.733333333333334,8.72316384180791,36,5,1,,,azure-iot-edge,ai-edge-engineer,beginner,chnoring,leestott
Manage Azure Stack Hub registration,https://docs.microsoft.com/en-us/learn/modules/manage-azure-stack-hub-registration/,7,74,544,83.87%,62,26,28,1,5.346111111111111,8.669369369369369,36,,,,,azure;azure-stack;azure-storage,administrator;solution-architect,advanced,bradj,wwlpublish
Manage OneDrive migrations and deployment,https://docs.microsoft.com/en-us/learn/modules/m365-onedrive-collaboration-manage-migrations-deployment/,6,844,4470,57.81%,641,185,168,,80.78777777777778,11.513697545526524,36,4.909090909090909,11,,,m365;office-365,administrator,intermediate,teleary,temanteleary
Manage SAP HANA on Azure (Large Instances),https://docs.microsoft.com/en-us/learn/modules/manage-sap-hana-azure-large-instances/,9,68,390,82.35%,34,14,14,,0.9983333333333333,1.761764705882353,36,,,,,azure,administrator;solution-architect,advanced,eric,wwlpublish
Measure and optimize model performance with ROC and AUC,https://docs.microsoft.com/en-us/learn/modules/optimize-model-performance-roc-auc/,7,654,3554,66.52%,448,147,162,1,112.03527777777778,20.811506707946336,36,4.642857142857143,14,3,3,azure,ai-engineer;data-scientist;student,beginner,jasdeb,TomReidNZ
Microsoft data estate migration and modernization,https://docs.microsoft.com/en-us/learn/modules/data-estate-migration-and-modernization/,7,1006,5424,70.09%,665,232,235,,88.55111111111111,10.604923486360612,36,4.875,16,,,azure,business-user,beginner,rknapp,wwlpublish
Migrate an on-premises web application to Azure App Service,https://docs.microsoft.com/en-us/learn/modules/migrate-app-service-migration-assistant/,8,962,3900,15.67%,536,42,45,,91.56305555555555,11.421586971586972,36,5,1,26,21,azure;azure-app-service;azure-migrate,developer,beginner,rotabor,bobtabor-msft
Perform analytics in Power BI for Tableau users,https://docs.microsoft.com/en-us/learn/modules/power-bi-tableau-analytics/,8,268,1342,53.57%,168,45,42,,15.548333333333334,6.9619402985074625,36,,,,,power-platform;power-bi,business-user;maker,beginner,robde,heyrob
Perform evidence and entities investigations using Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/modules/perform-evidence-entities-investigations-microsoft-defender-for-endpoint/,7,1233,8808,74.72%,1064,396,421,,171.77416666666667,16.785749185667754,36,4.84,25,,,m365,security-operations-analyst,intermediate,bneeb,wwlpublish
Plan projects with Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/modules/plan-projects-with-dynamics-365-project-operations/,8,1359,11216,67.88%,1161,393,389,2,207.28666666666666,18.343952802359883,36,4.826086956521739,23,,,dynamics-365;dynamics-project-operations,business-owner;business-user;functional-consultant;student,beginner,ceabrams,wwlpublish
Plan SAP HANA on Azure (Large Instances) high availability and disaster recovery,https://docs.microsoft.com/en-us/learn/modules/plan-sap-hana-azure-large-instances-high-availability-disaster-recovery-4/,9,78,362,100.00%,28,14,14,,0.6994444444444444,1.076068376068376,36,,,,,azure,administrator;solution-architect,advanced,eric,wwlpublish
Post purchase item charges in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/post-purchase-item-charges-dynamics-365-business-central/,6,575,3664,49.77%,433,107,104,,63.04055555555556,13.225291375291375,36,4.8,5,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Program the Altair 8800 emulator,https://docs.microsoft.com/en-us/learn/modules/altair-azure-sphere-program-emulator/,9,100,588,44.44%,54,12,12,,4.733611111111111,5.6803333333333335,36,,,,,azure;azure-iot-central;azure-sphere;azure-app-service-static;azure-virtual-machines,developer;student,beginner,chnoring,gloveboxes
Purchase fixed assets in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/purchase-fixed-assets/,7,190,992,34.38%,128,22,20,,14.365833333333333,9.073157894736843,36,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Read Text in Images and Documents with the Computer Vision Service,https://docs.microsoft.com/en-us/learn/modules/read-text-images-documents-with-computer-vision-service/,7,1798,13146,65.17%,1610,524,547,1,107.67388888888888,7.194246473645137,36,4.684210526315789,19,,,azure;azure-cognitive-services;azure-form-recognizer,ai-engineer;developer,intermediate,sheryang,wwlpublish
"Select Windows Server editions, servicing options, and activation",https://docs.microsoft.com/en-us/learn/modules/select-windows-server-editions-servicing-options-activation/,7,1001,4418,41.97%,613,128,114,1,86.1836111111111,10.362758851035403,36,5,14,,,windows-server,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Set up purchase prices and discounts in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-prices-discounts-dynamics-365-business-central/,6,814,4202,43.77%,532,116,111,,90.75166666666667,13.411576354679802,36,4.75,4,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Take your first steps with WinAutomation,https://docs.microsoft.com/en-us/learn/modules/first-steps-winautomation/,8,174,1194,46.77%,124,29,27,,16.710833333333333,11.52471264367816,36,5,3,,,power-platform;power-automate,maker;business-user;developer;functional-consultant,beginner,marleon,mariosleon
