Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Introduction to test automation in Business Central,https://docs.microsoft.com/en-us/learn/modules/introduction-test-automation/,7,508,2534,21.13%,285,30,32,,94.625,22.440711462450594,54,5,1,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Introduction to the Mixed Reality Toolkit-Set Up Your Project and Use Hand Interaction,https://docs.microsoft.com/en-us/learn/modules/learn-mrtk-tutorials/,9,7854,90388,16.35%,7375,599,341,4,1874.746388888889,28.85705062425175,54,4.883720930232558,43,,,windows;windows-mixed-reality;mrtk;hololens;azure;mrtk,developer,beginner,sekerawa,Sean-Kerawala
Manage AD DS domain controllers and FSMO roles,https://docs.microsoft.com/en-us/learn/modules/manage-active-directory-domain-services-flexible-single-master-operation-roles/,8,2937,21153,46.73%,2264,528,568,1,671.0375,27.558008213552363,54,4.888888888888889,54,,,windows-server,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Manage meetings and virtual events experiences,https://docs.microsoft.com/en-us/learn/modules/manage-meetings-virtual-events-experiences/,10,1161,8078,41.61%,971,201,194,2,264.49055555555555,27.455767012687428,54,4.777777777777778,9,,,m365;office-teams,administrator,intermediate,jennyche,wwlpublish
Manage retail hierarchies in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/manage-retail-hierarchies/,7,186,1184,47.76%,135,32,26,,23.575,15.375,54,,,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate,cstorega,cstorega
Microsoft Azure Well-Architected Framework - Operational excellence,https://docs.microsoft.com/en-us/learn/modules/azure-well-architected-operational-excellence/,6,3018,19612,70.89%,2501,884,981,11,598.7236111111112,23.901142160124195,54,4.822222222222222,45,,,azure,solution-architect,intermediate,jaboes,jboeshart
Network design principles for enterprise-scale architecture,https://docs.microsoft.com/en-us/learn/modules/enterprise-scale-networking/,8,459,2244,47.48%,280,66,65,,60.94027777777778,16.036915204678362,54,5,5,,,azure,solution-architect,advanced,joknight,jknightly
Place a Mars Rover object in the scene and work with grids and intelligent object tracking,https://docs.microsoft.com/en-us/learn/modules/place-scene-objects/,9,1933,21168,39.48%,1549,304,251,2,361.75194444444446,22.60949652777778,54,4.814814814814815,27,,,windows;windows-mixed-reality;mrtk;hololens;azure;mrtk,developer,beginner,sekerawa,Sean-Kerawala
Plan and deploy Azure Stack HCI,https://docs.microsoft.com/en-us/learn/modules/azure-stack-hci-plan-deploy/,7,362,2282,44.68%,284,63,60,,60.48027777777778,20.160092592592594,54,4.75,4,,,azure-stack-hci;azure,solution-architect;administrator;student,beginner,jgerend,JasonGerend
Prepare to teach the module: Power BI & Excel better together,https://docs.microsoft.com/en-us/learn/modules/power-bi-excel-better-together/,6,4,10,0.00%,4,0,,,0.7444444444444445,22.333333333333332,54,,,,,office-excel;power-bi,business-analyst,intermediate,bgeoffro,wwlpublish
Protect your virtual machine settings with Azure Automation State Configuration,https://docs.microsoft.com/en-us/learn/modules/protect-vm-settings-with-dsc/,5,5340,41570,40.53%,4773,963,1094,4,1111.3369444444445,25.1338924488001,54,4.787878787878788,33,52,40,azure;azure-virtual-machines;azure-automation,administrator,beginner,cwatson,cwatson-cat
Putting it all together with Azure SQL,https://docs.microsoft.com/en-us/learn/modules/azure-sql-case-studies/,7,1116,7198,58.88%,858,252,251,,194.45666666666668,20.98453237410072,54,4.696969696969697,33,,,azure;azure-sql-database;azure-sql-managed-instance,solution-architect;database-administrator;data-engineer,beginner;intermediate,bobward,amthomas46
Set up cash flow forecasts by using Azure AI in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/setup-cash-flow-forecasts/,7,179,694,16.67%,109,9,11,,24.974444444444444,16.836704119850186,54,3,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up cash management in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/cash-management-dynamics-365-business-central/,12,832,6966,40.00%,660,132,94,,125.07638888888889,18.03986378205128,54,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Share cloud resources,https://docs.microsoft.com/en-us/learn/modules/cmu-share-cloud-resources/,9,791,5998,37.33%,719,134,138,,123.07388888888889,18.69476793248945,54,4.266666666666667,15,,,azure,developer;student,beginner,chnoring,softchris
Start your free Dynamics 365 Business Central trial,https://docs.microsoft.com/en-us/learn/modules/trial-dynamics-365-business-central/,8,6899,43451,21.73%,6013,651,541,2,547.5794444444444,9.539711575687186,54,4.581818181818182,55,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,beginner,kschimke,KevSch
Storage and network virtualization,https://docs.microsoft.com/en-us/learn/modules/cmu-storage-network-virtualization/,7,361,2328,83.59%,256,107,115,,32.03638888888889,10.678796296296296,54,4,8,,,azure,developer;student,beginner,chnoring,softchris
"Troubleshoot audio, video, and client issues",https://docs.microsoft.com/en-us/learn/modules/troubleshoot-audio-video-client-issues/,10,719,5080,56.06%,530,148,151,2,123.07694444444445,20.6274208566108,54,4.857142857142857,7,,,m365;office-teams,administrator,intermediate,jennyche,wwlpublish
Use and understand Controls in a canvas app in Power Apps,https://docs.microsoft.com/en-us/learn/modules/controls-canvas-apps/,8,1771,12376,59.26%,1415,419,407,,239.49388888888888,16.236873822975518,54,4.5,14,,,power-platform;power-apps,functional-consultant;maker,intermediate,dbeasley,DaveBeasley
Use data loading best practices in Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/use-data-loading-best-practices-azure-synapse-analytics/,11,2819,30058,63.77%,2366,748,786,,653.875,28.023214285714285,54,4.523809523809524,21,,,azure-synapse-analytics,data-engineer,intermediate,jamesh,wwlpublish
Use document standards in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/use-document-standards-business-central/,8,136,684,58.82%,68,20,20,,14.249722222222223,12.573284313725491,54,4.5,2,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Use effects in Xamarin.Forms,https://docs.microsoft.com/en-us/learn/modules/use-effects-in-xamarin-forms/,7,256,990,28.95%,152,22,21,1,10.425277777777778,4.886848958333333,54,3.6666666666666665,3,,,xamarin;dotnet;vs,developer,advanced,dabritch,davidbritch
Use RSAT with Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/use-regression-suite-automation-tool-rsat/,7,168,718,50.00%,76,19,18,,21.2725,15.194642857142858,54,,,,,dynamics-365;dynamics-commerce,developer;functional-consultant,intermediate,cstorega,cstorega
Write to a data source in an expense report app,https://docs.microsoft.com/en-us/learn/modules/write-data-source/,7,192,1646,47.62%,168,40,43,,28.14027777777778,17.58767361111111,54,5,1,,,power-platform;power-apps;common-data-service,maker,beginner,jadaphillips,jadaphillips
教員向け『21世紀の学習活動デザイン』① 21CLDの紹介,https://docs.microsoft.com/en-us/learn/modules/21cldj1/,7,,,,,,,,,,54,,,,,windows,k-12-educator;school-leader,beginner,abdewees,mec-sa
[はじめての Teams ②] チーム / チャネルの作成・メンバーの追加,https://docs.microsoft.com/en-us/learn/modules/hajimeteno-teams2/,9,60,372,34.78%,46,8,7,,2.1975,4.395,53,,,,,office-teams;office-365,k-12-educator;school-leader,beginner,abdewees,mec-sa
Assemble learners and staff with Microsoft Teams meetings,https://docs.microsoft.com/en-us/learn/modules/assemble-learners-staff-microsoft-teams-meetings/,10,5544,66062,82.45%,4652,1912,1979,28,329.3488888888889,7.139065510597303,53,4.866379310344827,232,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
Automate Dynamics 365 Customer Voice surveys with Power Automate,https://docs.microsoft.com/en-us/learn/modules/automate-customer-voice-surveys/,9,656,3528,29.05%,422,61,62,,72.98805555555556,13.39230377166157,53,4,2,,,dynamics-365;customer-voice,functional-consultant;business-user,intermediate,dbeasley,DaveBeasley
Automate IoT devices management with Azure IoT Hub,https://docs.microsoft.com/en-us/learn/modules/automate-iot-devices-management-with-azure-iot-hub/,9,2,14,NaN,0,0,,,1.1644444444444444,69.86666666666666,53,,,,,azure-iot;azure-iot-hub,developer,intermediate,cahowd,ChrisHowd
Azure Virtual Desktop Architecture,https://docs.microsoft.com/en-us/learn/modules/azure-virtual-desktop-architecture/,10,1317,10300,51.12%,981,250,278,2,159.92694444444444,14.627464430894308,53,4.913043478260869,23,,,azure;azure-virtual-desktop;azure-virtual-machines,administrator;solution-architect,intermediate,bradj,wwlpublish
Build a question answering solution,https://docs.microsoft.com/en-us/learn/modules/build-qna-solution-qna-maker/,12,1327,16086,58.51%,1215,354,381,,200.69694444444445,18.21757438224912,53,4.5625,16,,,azure-cognitive-services,ai-engineer;developer,intermediate,gmalc,wwlpublish
Build reports using Power BI within Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/build-reports-using-power-bi-azure-synapse-analytics/,11,683,4652,37.18%,468,87,84,,73.08361111111111,12.859286412512219,53,4.666666666666667,3,,,azure,data-analyst;data-engineer,intermediate,chtestao,wwlpublish
Configure administrative roles in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/configure-administrative-roles-microsoft-365/,12,963,9340,53.63%,855,229,243,,197.94027777777777,24.691094941094942,53,4.857142857142857,7,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Control file and folder handling in Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-files-folders-handling/,6,1018,3992,29.07%,688,100,93,1,99.79555555555555,11.786876640419948,53,4.75,4,,,power-platform;power-automate,maker;developer;functional-consultant,beginner,marleon,mariosleon
Convert prospects in Dynamics 365 Sales to customers in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/convert-prospects-sales-customers/,9,108,298,25.00%,40,5,7,,3.3002777777777776,3.6669753086419754,53,,,,,dynamics-365;dynamics-scm;dynamics-sales;dynamics-finance-operations,functional-consultant;administrator;business-user,intermediate,cstorega,cstorega
Create an accident tracking model-driven app in Power Apps,https://docs.microsoft.com/en-us/learn/modules/create-model-driven/,6,64,370,56.00%,50,14,14,,4.497777777777777,8.433333333333334,53,,,,,power-platform;power-apps;common-data-service,maker,beginner,jadaphillips,jadaphillips
Create and configure host pools and session hosts for Azure Virtual Desktop,https://docs.microsoft.com/en-us/learn/modules/create-configure-host-pools-session-hosts/,8,324,2218,70.59%,239,84,100,,23.504166666666666,8.759316770186336,53,5,1,,,azure;azure-virtual-desktop;azure-virtual-machines,administrator;solution-architect,intermediate,bradj,wwlpublish
Create and deploy a cloud-native ASP.NET Core microservice,https://docs.microsoft.com/en-us/learn/modules/microservices-aspnet-core/,9,6563,28560,14.78%,3027,223,197,1,794.4922222222223,14.586760505915953,53,4.882352941176471,17,,,dotnet;aspnet-core;dotnet-core;azure;azure-container-registry;azure-kubernetes-service,developer;solution-architect,intermediate,casoper,CamSoper
Describe Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/describe-azure-databricks/,7,6960,51804,40.47%,6060,1215,1057,4,1070.8219444444444,18.56380140614466,53,4.603174603174603,63,,,azure-databricks,data-engineer;data-scientist,intermediate,jamesh,wwlpublish
Escenarios de colaboración y Evaluación con Microsoft Teams y O365- Ciclo Webinars Teams 2/9,https://docs.microsoft.com/en-us/learn/modules/escenarios-colaboracion-evaluacion-webinar-2/,14,56,954,72.00%,50,18,23,2,6.191666666666666,13.267857142857142,53,5,5,,,office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Expand query and transaction functionality in Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/modules/expand-query-transaction-functionality-azure-cosmos-db-sql-api/,8,148,1022,68.42%,114,39,41,,10.301388888888889,8.352477477477477,53,,,,,azure-cosmos-db,developer,intermediate,calopez,wwlpublish
Explore data in Power BI,https://docs.microsoft.com/en-us/learn/modules/explore-data-power-bi/,11,9408,80033,64.02%,7268,2320,2369,14,967.2797222222222,12.387787264318748,53,4.809523809523809,189,,,power-bi;power-platform,business-analyst;data-analyst,intermediate,robde,heyrob
Explore IaaS and PaaS platform tools for high availability and disaster recovery,https://docs.microsoft.com/en-us/learn/modules/explore-iaas-paas-platform-tools-for-high-availability-disaster-recovery/,9,731,5408,51.49%,537,138,135,,136.7,22.471232876712328,53,4.5,8,,,azure;azure-sql-database;sql-server,data-analyst;data-engineer;database-administrator,intermediate,kadelane,wwlpublish
Implement and manage networking for Azure Virtual Desktop,https://docs.microsoft.com/en-us/learn/modules/implement-manage-networking-azure-virtual-desktop/,9,428,3366,64.29%,336,108,122,,68.69666666666667,19.260747663551403,53,5,7,,,azure;azure-virtual-desktop;azure-virtual-machines,administrator;solution-architect,intermediate,bradj,wwlpublish
Implement initial configuration of Azure Active Directory,https://docs.microsoft.com/en-us/learn/modules/implement-initial-configuration-of-azure-active-directory/,10,6594,41537,21.30%,5695,599,563,,1570.995,28.755247101891396,53,4.869565217391305,46,,,azure;azure-active-directory-domain,administrator;identity-access-admin;security-engineer,advanced,roberts,wwlpublish
Implement Windows Server IaaS VM IP addressing and routing,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-ip-addressing-routing/,10,619,4022,55.39%,408,113,124,1,61.631388888888885,11.967259978425027,53,4.571428571428571,7,,,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Improve incident response with alerting on Azure,https://docs.microsoft.com/en-us/learn/modules/incident-response-with-alerting-on-azure/,9,6281,59017,71.20%,5300,1889,2033,8,1235.5466666666666,23.737688120397053,53,4.75,80,38,26,azure;azure-monitor,solution-architect;security-engineer;administrator,beginner,cwatson,cwatson-cat
Integrate machine learning within Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/integrate-machine-learning-azure-synapse-analytics/,9,402,2614,54.10%,244,66,66,,49.42527777777778,14.753814262023218,53,5,2,,,azure-machine-learning;azure-synapse-analytics,data-engineer;data-scientist,intermediate,chtestao,wwlpublish
Introduction to Azure Stack HCI core technologies,https://docs.microsoft.com/en-us/learn/modules/azure-stack-hci-technologies/,6,734,2800,30.24%,496,75,73,3,103.10666666666667,16.8566757493188,53,4.875,8,,,azure;azure-stack-hci;windows-server,solution-architect;administrator;student;technology-manager,beginner,micrum,micrum
Introduction to customer focus with Microsoft Viva Insights (Workplace Analytics),https://docs.microsoft.com/en-us/learn/modules/workplace-analytics-customer-focus/,7,150,494,40.00%,60,12,16,,9.126944444444444,7.301555555555556,53,5,1,,,m365;m365-workplace-analytics,business-analyst;data-analyst;functional-consultant,intermediate,helayne,madehmer
Introduction to Kubernetes,https://docs.microsoft.com/en-us/learn/modules/intro-to-kubernetes/,7,5435,28100,37.30%,3525,652,599,3,1219.2641666666666,27.04467652495379,53,4.824561403508772,57,,,azure;azure-kubernetes-service,developer;administrator;solution-architect;student,beginner,chrvaw,cryophobia
Leadership and policy - Education Transformation Framework,https://docs.microsoft.com/en-us/learn/modules/leadership-policy-education-transformation-framework/,7,897,8282,62.10%,745,231,250,3,62.3875,8.35546875,53,4.857142857142857,28,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
Lernen im 21. Jahrhundert: Eine Einführung,https://docs.microsoft.com/en-us/learn/modules/lernen-im-21-jahrhundert/,7,2,16,100.00%,2,1,1,,0.008333333333333333,0.5,53,,,,,office-365;office-onenote,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Manage sales prices in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/manage-sales-prices-dynamics-365-business-central/,8,850,5128,33.45%,569,95,94,,91.57027777777778,12.958058176100629,53,5,1,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Manage security for Azure Virtual Desktop,https://docs.microsoft.com/en-us/learn/modules/manage-security/,9,231,1892,77.27%,177,68,79,,17.7575,9.264782608695652,53,5,3,,,azure;azure-virtual-desktop;azure-virtual-machines,administrator;solution-architect,intermediate,bradj,wwlpublish
Manage your Azure IoT Hub with alerts and metrics,https://docs.microsoft.com/en-us/learn/modules/manage-azure-iot-hub-with-metrics-alerts/,7,,,,,,,,,,53,,,,,azure-iot;azure-iot-hub,developer,beginner,cahowd,PeterTurcan
Matematické nástroje ve OneNotu,https://docs.microsoft.com/en-us/learn/modules/matematicke-nastroje-v-onenotu/,13,,,,,,,,,,53,,,,,office-onenote,k-12-educator,beginner,abdewees,mec-sa
Migrate an ASP.NET Core application from an on-premises environment into Azure,https://docs.microsoft.com/en-us/learn/modules/ms-learn-live-migrating-to-the-cloud/,6,4,12,0.00%,4,0,,,0.08138888888888889,2.441666666666667,53,,,,,azure;azure-portal;azure-cloud-shell;azure-app-service;azure-sql-database,developer,beginner;intermediate,renrup,Krumelur
Migrate VMware workloads on-premises to Azure VMware Solution,https://docs.microsoft.com/en-us/learn/modules/migrate-vmware-workloads-on-premises-azure-vmware-solution/,8,290,1612,48.89%,182,44,48,,44.74111111111111,18.64212962962963,53,4.75,4,,,azure;azure-vmware-solution,administrator;solution-architect,intermediate,shkuehn,sbkuehn
Minecraft aprenda a jugar: Desafíos de construcción de clases,https://docs.microsoft.com/en-us/learn/modules/minecraft-desafios-construccion-clases/,7,10,22,0.00%,6,0,,,0.045,0.54,53,,,,,minecraft,k-12-educator;school-leader,beginner,abdewees,mec-sa
Monitor GitHub events by using a webhook with Azure Functions,https://docs.microsoft.com/en-us/learn/modules/monitor-github-events-with-a-function-triggered-by-a-webhook/,10,1944,17223,64.79%,1501,484,514,,260.94166666666666,16.19079627714581,53,4.774193548387097,31,24,20,azure;azure-functions,developer,beginner,glenga,ggailey777
Post periodic journal entries in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/periodic-journal-entries-dynamics-365-business-central/,5,722,3214,37.89%,512,97,95,,70.71444444444444,11.78574074074074,53,5,4,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up Collaboration Manager for Loans in Microsoft Cloud for Financial Services,https://docs.microsoft.com/en-us/learn/modules/financial-services-collaboration-manager/,7,97,724,92.68%,83,38,40,1,8.668333333333333,10.835416666666667,53,5,2,,,dynamics-365;mscloud-financial;industry-solutions,business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
Train a machine learning model,https://docs.microsoft.com/en-us/learn/modules/train-machine-learning-model/,7,346,1938,69.57%,231,80,82,,16.228055555555557,5.660949612403101,53,4.4,5,,,azure-databricks,data-scientist,intermediate,b-dstrodtman,b-dstrod
Transform learning with 21st century learning design,https://docs.microsoft.com/en-us/learn/modules/transform-learning-21st-century-learning-design/,7,5469,59856,55.95%,4752,1335,1299,20,611.0622222222222,13.42010736944851,53,4.859459459459459,185,,,office-365,k-12-educator;school-leader,beginner,abdewees,mec-sa
Upgrade and migrate Windows Server IaaS virtual machines,https://docs.microsoft.com/en-us/learn/modules/upgrade-migrate-windows-server-iaas-virtual-machines/,7,414,2080,62.12%,266,82,82,,37.29833333333333,10.863592233009708,53,4.625,8,,,azure;azure-cloud-shell;azure-portal;azure-storage;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Use AI in Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/modules/use-ai-field-service/,6,76,308,26.67%,30,4,5,,7.346111111111111,11.599122807017544,53,,,,,dynamics-365;dynamics-field-service,business-user,intermediate,kschimke,KevSch
Use alternative interfaces for Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/alternative-interfaces-dynamics-365-business-central/,7,914,5394,55.71%,722,200,190,,82.75333333333333,10.912527472527472,53,4.6923076923076925,13,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,beginner,kschimke,KevSch
Use imperative development techniques for canvas apps in Power Apps,https://docs.microsoft.com/en-us/learn/modules/use-imperative-dev-techniques-powerapps-canvas-app/,9,1318,10804,66.35%,1061,351,339,,253.44583333333333,23.181021341463413,53,5,12,,,power-platform;power-apps,functional-consultant;maker,advanced,dbeasley,DaveBeasley
Use Microsoft Dynamics 365 Customer Service queues to manage case workloads,https://docs.microsoft.com/en-us/learn/modules/using-dynamics-365-queues-to-manage-case-workloads/,9,1172,8650,40.88%,914,186,180,,272.5711111111111,28.003881278538813,53,4.818181818181818,11,,,dynamics-365;dynamics-customer-service,business-user;functional-consultant,intermediate,kschimke,KevSch
Void detection on Edge devices with Live Video Analytics using own images and video,https://docs.microsoft.com/en-us/learn/modules/void-detection-edge-devices-live-video-analytics/,11,126,928,55.56%,72,20,18,,21.012777777777778,20.012169312169313,53,5,2,,,azure-iot-hub,ai-edge-engineer,intermediate,chnoring,leestott
Write and test a program in Go,https://docs.microsoft.com/en-us/learn/modules/go-write-test-program/,9,553,3110,30.81%,375,57,56,,78.19833333333334,17.123722627737227,53,5,6,,,azure;vs-code,developer;student,beginner,chnoring,DanMabee
Add a layout to a report in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/add-layout-report/,6,274,1646,44.12%,206,45,43,,54.39333333333333,23.99705882352941,52,3,1,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Build a 3D Scene for mixed reality in Unity,https://docs.microsoft.com/en-us/learn/modules/build-3d-scene-mixed-reality-unity/,8,655,3868,33.50%,400,67,62,,58.67,10.765137614678899,52,4.5,4,,,azure;azure-cloud-services;azure-cognitive-services;azure-digital-twins;azure-iot;azure-iot-hub;azure-signalr-service;azure-event-grid;azure-event-hubs;azure-functions;hololens;windows;windows-mixed-reality,developer;business-owner;student;technology-manager,beginner,jejacks,JBrentJ
Build classical machine learning models with supervised learning,https://docs.microsoft.com/en-us/learn/modules/introduction-to-classical-machine-learning/,9,2322,17429,48.14%,1846,441,479,8,729.2022222222222,37.94634287366291,52,4.901639344262295,61,30,24,azure,ai-engineer;data-scientist;student,beginner,jasdeb,TomReidNZ
Choose a client application to use in a Privileged Access Workstation (PAW) with threat modeling,https://docs.microsoft.com/en-us/learn/modules/threat-modeling-secured-environment/,6,96,330,50.00%,44,11,6,,4.969444444444444,6.211805555555555,52,,,,,azure;azure-iot-security-center;azure-security-center;m365-security-center;m365-ems-cloud-app-security,administrator;developer;devops-engineer;security-engineer;solution-architect,beginner;intermediate,micrum,RodrigoSantos
Colaborar con compañeros a través de reuniones de Teams en vivo y OneNote,https://docs.microsoft.com/en-us/learn/modules/colaborar-con-teams-vivo-onenote/,11,36,476,43.75%,32,7,8,,2.136388888888889,7.121296296296296,52,,,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
Communicate between applications with Azure Queue storage,https://docs.microsoft.com/en-us/learn/modules/communicate-between-apps-with-azure-queue-storage/,9,2256,21693,75.00%,1928,720,755,1,338.39194444444445,18.128139880952382,52,4.484848484848484,33,20,14,azure;azure-storage,developer;solution-architect,intermediate,chrvaw,cryophobia
Confusion matrix and data imbalances,https://docs.microsoft.com/en-us/learn/modules/machine-learning-confusion-matrix/,9,918,6268,56.86%,705,199,218,1,208.84972222222223,27.480226608187134,52,4.85,20,6,6,azure,ai-engineer;data-scientist;student,beginner,jasdeb,TomReidNZ
Create accessible web apps by using ASP.NET Core,https://docs.microsoft.com/en-us/learn/modules/aspnet-core-accessibility/,10,626,1812,14.00%,200,14,13,,26.65861111111111,5.110276890308839,52,4,2,,,aspnet-core;dotnet;vs,developer,intermediate,jogallow,jongalloway
Create and connect to a Data Science Virtual Machine,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-data-science-virtual-machine/,8,297,1078,18.60%,173,16,13,,13.8025,5.595608108108108,52,5,1,1,1,azure-machine-learning,data-engineer;data-scientist;ai-engineer;administrator,beginner,laobri,lobrien
Create and manage Exchange recipients,https://docs.microsoft.com/en-us/learn/modules/create-manage-exchange-recipients/,9,106,434,38.46%,52,10,11,,5.250277777777778,5.9437106918239,52,5,1,,,azure-active-directory;m365,administrator,intermediate,tfrink,wwlpublish
Create and manage teams,https://docs.microsoft.com/en-us/learn/modules/create-manage-teams/,10,1221,9708,46.51%,1089,253,243,2,202.26361111111112,19.894781420765028,52,4.875,16,,,m365;office-teams,administrator,intermediate,jennyche,wwlpublish
Create and understand classification models in machine learning,https://docs.microsoft.com/en-us/learn/modules/understand-classification-machine-learning/,9,1031,7340,56.42%,797,224,244,1,234.86138888888888,27.415726329442283,52,4.75,20,15,10,azure,ai-engineer;data-scientist;student,beginner,jasdeb,TomReidNZ
Decompose a monolithic application into a microservices architecture,https://docs.microsoft.com/en-us/learn/modules/microservices-architecture/,7,544,2096,19.57%,276,27,20,,65.55583333333334,14.460845588235294,52,4,2,3,3,azure;azure-functions;azure-app-service,solution-architect,advanced,daberry,DavidCBerry13
Develop Java web app on Azure using IntelliJ,https://docs.microsoft.com/en-us/learn/modules/publish-azure-web-app-with-azure-toolkit-intellij/,8,225,952,42.65%,136,29,27,,8.134444444444444,4.357738095238095,52,,,3,1,azure;azure-virtual-machines,developer,beginner,robmcm,rmcmurray
Discover and use Web APIs with Power Apps,https://docs.microsoft.com/en-us/learn/modules/discover-web-apis-power-apps/,10,774,3704,22.86%,420,48,39,,64.57194444444444,10.011154177433248,52,,,,,power-platform;power-apps,developer;maker,beginner,juyoo,justinyoo
Discover Workplace Analytics with Viva Insights,https://docs.microsoft.com/en-us/learn/modules/workplace-analytics-discover/,6,2168,9832,38.45%,1475,283,264,2,227.0886111111111,12.60436324390996,52,4.769230769230769,13,,,m365;m365-workplace-analytics,business-analyst,beginner,helayne,madehmer
Diseño de experiencias de aprendizaje en contexto remoto,https://docs.microsoft.com/en-us/learn/modules/diseno-experiencias-contexto-remoto/,9,34,344,64.29%,28,9,9,1,6.908055555555555,24.38137254901961,52,5,2,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
Explore Azure compute services,https://docs.microsoft.com/en-us/learn/modules/azure-compute-fundamentals/,9,121626,1119883,46.29%,115928,26700,24700,155,37462.44888888889,37.219899212355045,52,4.779640718562875,2505,,,azure;azure-app-service;azure-container-instances;azure-container-registry;azure-kubernetes-service;azure-virtual-machines,administrator;developer;solution-architect;student,beginner,rknapp,wwlpublish
Forecast your cash flow in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/forecast-cash-flow-dynamics-365-business-central/,7,452,2258,14.81%,270,20,17,,55.58861111111111,14.758038348082597,52,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Get started with unified routing in Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/modules/unified-routing/,6,726,5208,60.13%,612,184,186,,155.76333333333332,25.746005509641872,52,4.888888888888889,18,,,dynamics-365;dynamics-customer-service,business-user;functional-consultant,intermediate,kschimke,KevSch
Get started with workflows in Dynamics 365 for Customer Engagement,https://docs.microsoft.com/en-us/learn/modules/get-started-workflows-customer-engagement-apps/,7,258,996,10.14%,138,7,6,,37.61472222222222,17.495219638242894,52,,,,,power-platform;power-automate;dynamics-365,functional-consultant,intermediate,dbeasley,DaveBeasley
Identify key phrases with AI Builder,https://docs.microsoft.com/en-us/learn/modules/get-started-with-ai-builder-key-phrase-extraction/,5,707,3984,71.75%,631,226,236,,34.334722222222226,5.835930122757318,52,5,6,,,ai-builder;power-platform;power-automate,business-user;maker,beginner,robde,heyrob
Implement feature flags in a cloud-native ASP.NET Core microservices app,https://docs.microsoft.com/en-us/learn/modules/microservices-configuration-aspnet-core/,7,489,2410,45.58%,295,67,73,1,42.721944444444446,10.505396174863389,52,5,6,,,dotnet;aspnet-core;dotnet-core;azure;azure-app-configuration;azure-container-registry;azure-kubernetes-service,developer;solution-architect,intermediate,scaddie,scottaddie
