Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Configure discrete manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-discrete-manufacturing-dyn365-supply-chain-mgmt/,33,329,6786,40.65%,247,50,53,,132.54833333333335,48.49329268292683,332,4.75,4,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant,intermediate,cstorega,cstorega
Configure and work with inventory management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-inventory-management-dyn365-supply-chain-mgmt/,24,2487,23512,16.51%,1684,138,122,,958.9369444444444,46.51270547022366,310,4.7,10,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Work with warehouse management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/work-warehouse-management-dyn365-supply-chain-mgmt/,16,1071,7574,20.58%,695,71,54,1,330.37166666666667,37.259962406015035,286,4.75,4,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Extend Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/extend-commerce/,15,214,1180,31.37%,102,16,16,,25.261111111111113,14.165109034267912,241,,,,,dynamics-365;dynamics-commerce,developer,advanced,cstorega,cstorega
Configure and use built-in master planning in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-use-master-planning-dyn365-supply-chain-mgmt/,14,1230,8612,17.90%,896,80,67,1,343.3525,33.60709624796085,219,4.6,5,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Author a guide in Dynamics 365 Guides,https://docs.microsoft.com/en-us/learn/modules/author-guides/,26,331,3414,31.45%,249,39,39,2,33.708888888888886,12.257777777777777,211,4.5,2,,,dynamics-365;dynamics-guides;hololens,functional-consultant;solution-architect;business-user,intermediate,cstorega,cstorega
Configure and manage the order to cash process in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-manage-order-cash-dyn365-supply-chain-mgmt/,13,1096,6388,17.00%,804,68,64,,308.95166666666665,33.9507326007326,203,4,2,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Configure activity-based subcontracting and production flow costing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-subcontracting-flow-dyn365-supply-chain-mgmt/,23,212,2180,29.69%,128,19,20,,44.59861111111111,25.24449685534591,197,5,2,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant,advanced,cstorega,cstorega
Configure and use intercompany trade in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-use-intercompany-trade-dyn365-supply-chain-mgmt/,12,1250,7882,19.46%,741,72,66,,257.5288888888889,24.762393162393163,195,4,7,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Use Azure Lighthouse with your managed service business,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-lighthouse/,13,282,1420,11.43%,140,8,8,,34.54194444444445,14.69869976359338,191,5,1,,,azure;azure-lighthouse,administrator;technology-manager,beginner,socuff,IanKensey
Configure omnichannel prerequisites in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/configure-omnichannel-prerequisites/,17,264,2814,29.46%,224,33,26,,76.165,34.62045454545454,188,5,1,,,dynamics-365;dynamics-commerce,functional-consultant,intermediate,cstorega,cstorega
Get started with product configuration in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/get-started-product-configuration-dyn365-supply-chain-mgmt/,15,422,3084,33.33%,252,42,38,,74.82583333333334,21.27748815165877,186,5,5,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Use Planning Optimization in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/planning-optimization/,19,759,13992,33.09%,541,89,86,,175.7086111111111,27.890255731922398,176,4.75,8,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Configure taxes in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-tax-module-dyn365-finance/,19,806,5870,20.88%,547,57,48,,123.84555555555555,18.48441127694859,169,5,3,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure and use basic budgeting and budget control in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-use-basic-budgeting-budget-control-dyn365-finance/,16,862,8136,15.08%,758,57,45,,201.81583333333333,28.160348837209302,167,5,2,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
"Work with accounting distributions, invoice validations and settlements in Dynamics 365 Finance",https://docs.microsoft.com/en-us/learn/modules/accounting-distributions-invoice-validation-dyn365-finance/,15,496,4420,36.99%,346,64,64,,91.05583333333334,22.029637096774195,167,4.75,4,,,dynamics-365;dynamics-finance;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Cloud storage overview,https://docs.microsoft.com/en-us/learn/modules/cmu-cloud-storage/,15,665,6208,31.37%,544,85,70,2,109.30944444444444,19.814400805639476,163,4.571428571428571,7,,,azure,developer;student,beginner,chnoring,softchris
Configure warehouse management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-warehouse-management-dyn365-supply-chain-mgmt/,10,1461,9060,16.36%,1093,89,84,1,350.5725,28.93308115543329,162,4.875,8,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Create online presence in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/create-online-presence/,17,237,2220,25.25%,199,25,25,,43.51888888888889,22.12824858757062,161,,,,,dynamics-365;dynamics-commerce,functional-consultant;administrator,intermediate,cstorega,cstorega
Work with the costing sheet in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/work-costing-sheet-dyn365-supply-chain-mgmt/,11,1068,12824,25.27%,744,94,98,,303.77722222222224,34.13227215980025,161,4.666666666666667,3,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Configure and use agreements in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-use-agreements-dyn365-supply-chain-mgmt/,14,887,5952,26.57%,671,89,68,,251.33083333333335,34.04029345372461,160,4,3,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Introduction to creating measures using DAX in Power BI,https://docs.microsoft.com/en-us/learn/modules/create-measures-dax-power-bi/,10,24380,168556,32.68%,17938,2916,2988,20,5634.1577777777775,27.820711601239953,160,4.70334928229665,209,,,power-bi;power-platform,data-analyst,intermediate,robde,heyrob
Configure a retail store and POS in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/configure-retail-store-pos/,15,642,4676,18.66%,420,39,36,,122.82416666666667,23.02953125,155,5,2,,,dynamics-365;dynamics-commerce,functional-consultant;administrator,intermediate,cstorega,cstorega
Solve graph coloring problems by using Grover's search,https://docs.microsoft.com/en-us/learn/modules/solve-graph-coloring-problems-grovers-search/,9,466,2468,15.65%,297,23,22,,67.94972222222222,17.6492784992785,154,,,,,qdk;azure-quantum,developer,intermediate,mamykhai,tcNickolas
Azure Kubernetes Service Workshop,https://docs.microsoft.com/en-us/learn/modules/aks-workshop/,11,3113,15944,13.20%,1542,101,86,2,594.1294444444444,23.043158801982333,145,4.333333333333333,12,,,azure;azure-kubernetes-service;azure-container-registry,solution-architect;developer,advanced,chrvaw,sabbour
Identify and configure batch attributes for process manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/identify-configure-batch-attributes-process-manufacturing-dyn365-supply-chain-mgmt/,11,230,1620,53.95%,152,41,39,,41.568333333333335,21.687826086956523,145,5,4,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Configure and perform periodic processes in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-periodic-processes-dyn365-finance/,9,818,6272,34.20%,619,105,99,,236.2175,34.90899014778325,142,4.5,6,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant;business-user,intermediate,cstorega,cstorega
Perform accounts receivable daily procedures in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/accounts-receivable-daily-procedures-dyn365-finance/,14,468,4240,34.59%,320,55,58,,102.53027777777778,26.516451149425286,142,4.666666666666667,3,,,dynamics-365;dynamics-finance;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Guided lab for Dynamics 365 Intelligent Order Management,https://docs.microsoft.com/en-us/learn/modules/guided-lab-intelligent-order-management/,13,4,56,100.00%,4,2,2,,0.31277777777777777,9.383333333333333,140,,,,,dynamics-365;dynamics-iom,business-user;functional-consultant;administrator,intermediate,oscarfranco,oscarfranco
Use warehouse management for manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/manufacture-warehouse-mgmt-dyn365-supply-chain-mgmt/,10,307,1818,34.00%,201,34,30,,45.799166666666665,17.96045751633987,139,5,2,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Configure chart of accounts in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-chart-accounts-dyn365-finance/,21,2005,22937,23.39%,1403,163,164,1,562.2086111111112,33.86798862115127,137,4.714285714285714,7,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Prepare to teach the module: Visualize report data,https://docs.microsoft.com/en-us/learn/modules/prepare-to-teach-module-visualize-report-data/,7,,,,,,,,,,136,,,,,power-bi;power-platform;azure-powerbi-embedded,data-analyst,intermediate,bgeoffro,wwlpublish
Configure formulas for process manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-formulas-process-manufacturing/,17,150,2268,64.06%,128,41,43,,32.52972222222222,26.023777777777777,135,5,2,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Reaprendendo a Aprender – O Novo Ensino Médio - Sessão 4,https://docs.microsoft.com/en-us/learn/modules/sessao-4-reaprendendo-a-aprender/,22,34,852,60.00%,30,9,9,1,8.661111111111111,30.568627450980394,135,5,5,,,office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Train and evaluate deep learning models,https://docs.microsoft.com/en-us/learn/modules/train-evaluate-deep-learn-models/,9,3412,27521,46.56%,2698,622,658,,789.9183333333333,27.961710914454276,134,4.811320754716981,53,,,vs-code,data-scientist,advanced,gmalc,wwlpublish
Create transactions in point of sale in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/create-transactions-pos/,15,241,2540,35.16%,183,32,30,,62.53861111111111,31.269305555555555,133,5,1,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate,cstorega,cstorega
Reaprendendo a Aprender – Ensino Híbrido - Sessão 3,https://docs.microsoft.com/en-us/learn/modules/sessao-3-reaprendendo-a-aprender/,22,36,602,66.67%,24,8,7,,1.876111111111111,6.253703703703704,133,5,2,,,office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Configure fixed assets management in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-fixed-assets-mgmt-dyn365-finance/,12,586,4812,25.21%,469,59,53,,123.47361111111111,25.3712899543379,130,4.666666666666667,3,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Create and process fixed kanbans in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/create-process-fixed-kanbans-dyn365-supply-chain-mgmt/,9,362,1898,31.82%,220,35,32,,61.4175,20.35939226519337,130,5,3,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Get started with discrete manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/get-started-discrete-manufacturing-dyn365-supply-chain-mgmt/,13,561,4432,31.47%,394,62,61,,132.9738888888889,28.49440476190476,130,4.75,4,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Get started with resource management in Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/modules/get-started-project-resource-management/,12,185,1366,48.08%,104,25,25,,32.22138888888889,21.013949275362318,130,5,1,,,dynamics-365;dynamics-project-operations;dynamics-finance-operations;dynamics-finance;dynamics-field-service,business-user;functional-consultant,intermediate,cstorega,cstorega
Manage fixed assets in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/manage-fixed-assets-dyn365-finance/,17,795,6496,22.14%,525,58,49,,175.26805555555555,26.48887489504618,130,5,3,,,dynamics-365;dynamics-finance;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Assistant studio tutorials for Dynamics 365 Sales Insights,https://docs.microsoft.com/en-us/learn/modules/sales-insights-lab/,12,228,1248,25.00%,128,16,17,,16.54083333333333,8.705701754385965,129,5,1,,,dynamics-365;dynamics-sales;dynamics-sales-insights,business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
Design a data model in Power BI ,https://docs.microsoft.com/en-us/learn/modules/design-model-power-bi/,11,25451,201419,28.23%,22419,3155,3203,27,8396.681666666667,39.81042275780324,128,4.7682926829268295,246,,,power-bi;power-platform,data-analyst,intermediate,robde,heyrob
Use Power Automate with Business Central,https://docs.microsoft.com/en-us/learn/modules/use-power-automate/,13,390,2116,15.18%,224,17,15,,62.97805555555556,19.37786324786325,128,5,1,,,dynamics-365;dynamics-business-central,developer;functional-consultant;business-user,intermediate,kschimke,KevSch
Get started with project management in Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/modules/get-started-project-management/,12,682,3348,15.10%,386,29,29,,56.26111111111111,9.928431372549019,127,5,2,,,dynamics-365;dynamics-project-operations;dynamics-finance-operations;dynamics-finance,business-user;functional-consultant,intermediate,cstorega,cstorega
Introduction to NumPy for data science,https://docs.microsoft.com/en-us/learn/modules/numpy-data-science/,13,2,2,NaN,0,0,,,0.0022222222222222222,0.13333333333333333,127,,,,,azure;vs-code,developer;student;data-scientist,beginner,chnoring,sguthals
Transcend data analysis together with Power BI and Excel,https://docs.microsoft.com/en-us/learn/modules/modern-analytics-excel/,11,1065,6106,47.47%,594,141,143,2,120.80472222222222,13.624592731829575,127,5,11,,,power-platform;power-bi,business-user;business-analyst,intermediate,robde,heyrob
Configure and work with quality control and quality management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-work-quality-control-dyn365-supply-chain-mgmt/,9,767,4428,34.68%,448,77,72,,170.43083333333334,26.83950131233596,126,5,2,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Deploying Resource Scheduling Optimization,https://docs.microsoft.com/en-us/learn/modules/deploy-resource-scheduling-optimization/,8,224,1324,45.57%,160,36,39,,47.385555555555555,25.613813813813813,126,2.3333333333333335,3,,,dynamics-365;dynamics-field-service,business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
Prepare to teach the module: Analytics in Excel,https://docs.microsoft.com/en-us/learn/modules/analytics-excel/,8,44,132,0.00%,32,0,,,0.9630555555555556,2.6265151515151515,126,,,,,office-excel;power-bi,business-analyst,intermediate,bgeoffro,wwlpublish
Develop secure IoT Solutions for Azure Sphere with IoT Hub,https://docs.microsoft.com/en-us/learn/modules/develop-secure-iot-solutions-azure-sphere-iot-hub/,21,164,1316,39.58%,96,19,17,,15.3575,11.237195121951219,125,5,1,,,azure-iot-hub,ai-edge-engineer,intermediate,chnoring,leestott
Foundations of cloud computing for administrators,https://docs.microsoft.com/en-us/learn/modules/cmu-cloud-admin-overview/,12,1895,15272,23.13%,1611,186,177,16,424.30555555555554,26.91155743481325,125,4.896551724137931,29,,,azure,administrator;student,beginner,chnoring,softchris
Foundations of Serverless Computing for Developers,https://docs.microsoft.com/en-us/learn/modules/ms-learn-live-foundations-serverless-developers/,15,8,88,0.00%,4,0,,,2.3333333333333335,35,125,,,1,1,azure-functions,developer,beginner,renrup,Krumelur
Implement high availability for SAP workloads in Azure,https://docs.microsoft.com/en-us/learn/modules/implement-high-availability-for-sap-workloads-azure/,21,224,2702,45.78%,169,38,37,,52.11638888888889,28.42712121212121,125,,,,,azure,administrator;solution-architect,advanced,eric,wwlpublish
Run an IoT Edge device in a restricted network and offline,https://docs.microsoft.com/en-us/learn/modules/run-iot-edge-device-restricted-network-offline/,9,126,344,12.50%,48,3,,,2.3233333333333333,2.212698412698413,125,,,,,azure-iot-edge,developer;administrator,advanced,abartolo,abartolo
Work with Microsoft Dataverse Web API,https://docs.microsoft.com/en-us/learn/modules/common-data-service-web-api/,10,1374,9580,30.42%,1148,174,164,,288.535,25.273138686131386,125,4.75,4,,,dynamics-365;power-platform,developer,advanced,dbeasley,DaveBeasley
Create and process expense reports in Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/modules/create-process-expense-reports/,15,485,3712,28.30%,319,45,42,,49.815555555555555,12.350964187327824,124,5,2,,,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Manage store inventory in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/manage-store-inventory-commerce/,15,266,2210,20.00%,190,19,19,,51.9025,23.414661654135337,124,,,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate,cstorega,cstorega
Customize high-performance computing clusters deployed with Azure CycleCloud,https://docs.microsoft.com/en-us/learn/modules/customize-clusters-azure-cyclecloud/,8,191,1064,54.10%,122,33,36,,15.591666666666667,9.847368421052632,122,4.333333333333333,3,,,azure;azure-cyclecloud,solution-architect;developer;student,intermediate,anhoward,anhoward
Discover and analyze content in place using Advanced eDiscovery,https://docs.microsoft.com/en-us/learn/modules/advanced-ediscovery/,10,366,1604,18.92%,222,21,22,,41.698055555555555,13.671493624772314,122,5,1,,,m365;office-365,administrator,intermediate,beccarobins,beccarobins
다양한 앱 및 탭을 활용한 팀즈 수업,https://docs.microsoft.com/en-us/learn/modules/teams-classes-using-various-apps-and-tabs/,12,,,,,,,,,,122,,,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
"Clean, transform, and load data in Power BI",https://docs.microsoft.com/en-us/learn/modules/clean-data-power-bi/,10,27404,221280,36.96%,21638,3990,4044,1,7513.613333333334,33.07776065742168,121,4.788759689922481,516,,,power-bi;power-platform,data-analyst,intermediate,robde,heyrob
Dynamics 365 Guides for administrators,https://docs.microsoft.com/en-us/learn/modules/guides-administrator/,12,666,3526,26.57%,415,55,60,1,45.52444444444444,8.227309236947791,121,4.8,5,,,dynamics-365;dynamics-guides;hololens,administrator;functional-consultant;solution-architect,intermediate,cstorega,cstorega
Get started with production control in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/get-started-production-control-dyn365-supply-chain-mgmt/,15,4397,45496,28.64%,3606,513,512,2,1768.795,48.637809349220895,121,4.72093023255814,43,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,beginner,cstorega,cstorega
Integrate Microsoft Dataverse Azure solutions,https://docs.microsoft.com/en-us/learn/modules/integrate-common-data-service-azure-solutions/,7,810,4958,45.12%,600,134,138,,168.3036111111111,25.119941956882254,121,4.666666666666667,3,,,dynamics-365;power-platform,developer,advanced,dbeasley,DaveBeasley
Build forms and optimize form performance in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/build-forms-optimize-finance-operations/,11,735,7350,41.89%,595,124,123,,340.0597222222222,55.74749544626594,120,5,5,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate,cstorega,cstorega
Develop secure IoT solutions for Azure Sphere with Azure IoT Central,https://docs.microsoft.com/en-us/learn/modules/develop-secure-iot-solutions-azure-sphere-iot-central/,21,187,1560,41.07%,115,23,20,,22.756666666666668,14.841304347826087,120,,,,,azure-iot-central,ai-edge-engineer,intermediate,chnoring,leestott
Create sales documents in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/create-sales-documents-dynamics-365-business-central/,13,816,7498,32.17%,697,111,102,,259.4741666666667,38.535767326732675,119,4.75,4,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Implement common integration features in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/implement-common-integration-features-finance-ops/,12,1316,15766,44.17%,1148,250,253,,4296.0616666666665,396.55953846153847,119,5,19,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant;administrator,advanced,cstorega,cstorega
Set up work orders in Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/setup-work-orders-asset-management/,18,101,906,50.00%,44,11,12,,16.909444444444443,20.291333333333334,119,4,1,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure and work with order fulfillment in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/configure-work-order-fulfillment/,12,178,1288,32.69%,104,17,19,,40.350833333333334,27.202808988764044,118,5,1,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate,cstorega,cstorega
Create and manage work orders in Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/manage-work-orders-asset-management/,17,218,1516,25.00%,128,16,15,,17.718888888888888,9.753516819571866,118,5,1,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Datacenter components,https://docs.microsoft.com/en-us/learn/modules/cmu-data-center-design/,9,438,2658,43.54%,294,64,67,,70.54694444444445,19.3279299847793,118,4.166666666666667,6,,,azure,developer;student,beginner,chnoring,softchris
Perform general ledger daily procedures in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/general-ledger-daily-procedures-dyn365-finance/,10,973,10892,42.27%,779,164,162,1,241.63472222222222,30.01673567977916,118,4.375,8,,,dynamics-365;dynamics-finance;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Azure Kubernetes Services Governance with Azure Policy,https://docs.microsoft.com/en-us/learn/modules/aks-governance-azure-policy/,8,106,320,37.50%,32,6,7,,3.1933333333333334,3.6150943396226416,117,5,2,,,azure-kubernetes-service;azure-policy,administrator;auditor;devops-engineer;solution-architect,intermediate,aayodeji,mosabami
Configure and perform the procure-to-purchase process in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-perform-procure-purchase-dyn365-supply-chain-mgmt/,13,1370,9922,21.17%,1036,109,93,,334.99944444444446,29.472091886608016,117,4.8,5,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
What is distributed programming?,https://docs.microsoft.com/en-us/learn/modules/cmu-distributed-programming-introduction/,15,1389,5686,14.53%,695,50,49,,161.08277777777778,13.986927158707188,117,4.333333333333333,3,,,azure,developer;student,beginner,chnoring,softchris
Work with Trade master data in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/trade-master-data-dynamics-365-business-central/,14,1094,10072,29.36%,981,143,122,,245.2161111111111,27.095702885205647,117,4.5,6,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Work with commodity pricing and compliance in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/work-commodity-pricing-compliance-dyn365-supply-chain-mgmt/,8,261,1384,45.88%,171,39,38,,30.149722222222223,13.91525641025641,116,5,4,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Deploy Dynamics 365 Project Operations scenarios,https://docs.microsoft.com/en-us/learn/modules/deploy-project-operations/,10,185,972,30.00%,100,15,15,,24.211666666666666,15.790217391304347,115,,,,,dynamics-365;dynamics-project-operations,functional-consultant;administrator,intermediate,cstorega,cstorega
Get started with the Engineering Change Management Add-in for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/get-started-engineering-change-management/,15,178,1538,26.42%,106,14,12,,18.711388888888887,12.614419475655431,115,,,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Process purchase orders in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/process-purchase-orders-dyn365-supply-chain-mgmt/,10,618,4604,37.90%,438,83,82,,178.24972222222223,34.611596548004314,115,4.5,4,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
                تصميم التعلّم للقرن الحادي والعشرين،الدورة الثالثة:التواصل بمهارة,https://docs.microsoft.com/en-us/learn/modules/21st-century-learning-design-course-3/,9,160,2380,81.16%,138,56,59,3,8.501111111111111,6.3758333333333335,114,4.9,10,,,office-word,k-12-educator;school-leader,beginner,abdewees,mec-sa
Perform Accounts payable daily procedures in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/accounts-payable-daily-procedures-dyn365-finance/,14,807,9238,31.00%,601,93,95,,195.58555555555554,29.119437551695615,114,4.666666666666667,3,,,dynamics-365;dynamics-finance;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Personalize Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/personalize-finance-operations/,17,1249,16146,47.45%,1103,260,266,,426.4638888888889,41.20424047235642,114,4.894736842105263,19,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant;business-user,intermediate,cstorega,cstorega
Plan and implement legal entities in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/plan-implement-legal-entities-finance-operations/,17,1635,21482,43.58%,1394,302,304,,607.9763888888889,44.86910619106191,114,4.909090909090909,22,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant,intermediate,cstorega,cstorega
Microsoft Power Platform Mobile management,https://docs.microsoft.com/en-us/learn/modules/power-platform-mobile-management/,11,561,4592,61.14%,423,129,128,,130.50861111111112,27.96613095238095,113,5,4,,,dynamics-365;power-apps;power-platform,administrator;business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
Prepare for cloud adoption with a data-driven plan,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-plan/,6,1081,7590,81.22%,917,372,417,,127.36027777777778,14.151141975308642,113,4.947368421052632,19,,,azure,administrator;developer;solution-architect;auditor;business-analyst;business-owner;functional-consultant;privacy-manager;risk-practitioner;security-engineer;solution-architect;student;technology-manager,beginner,bblanch,BrianBlanchard
Connect IoT data to mixed reality with Azure Digital Twin and Unity,https://docs.microsoft.com/en-us/learn/modules/connect-iot-hololens-azure-digital-twins-unity/,13,842,5842,18.57%,476,44,40,1,73.64527777777778,10.520753968253969,112,5,3,,,azure;azure-cloud-services;azure-cognitive-services;azure-digital-twins;azure-iot;azure-iot-hub;azure-signalr-service;azure-event-grid;azure-event-hubs;azure-functions;hololens;windows;windows-mixed-reality,developer;business-owner;student;technology-manager,intermediate,jejacks,JBrentJ
