Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
SQL Server upgrades,https://docs.microsoft.com/en-us/learn/paths/sql-server-2017-upgrades/,5,1639,6948,4.88%,410,20,12,1727,10.270866381940207,1367,196,learn-sqlserver.sql-server-2017-upgrades,data-engineer,sql-server,intermediate,v-gea,GeoffAllix
Architect network infrastructure in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,15562,200832,4.72%,6397,302,259,1727,40.34042004026903,15918,566,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,jaboes,jboeshart
Get started with Java on Azure,https://docs.microsoft.com/en-us/learn/paths/get-started-java-azure/,9,3619,26383,4.67%,1585,74,84,1727,14.306926406926406,210,303,learn.get-started-java-azure,developer;devops-engineer;maker;solution-architect;student;technology-manager,azure;azure-active-directory;azure-app-service;azure-app-service-web;azure-cache-redis;azure-clis;azure-cosmos-db;azure-database-mysql;azure-spring-cloud;azure-web-apps;msal-java;azure-service-bus,beginner;intermediate;advanced,nickwalk,nickwalkmsft
Python for beginners,https://docs.microsoft.com/en-us/learn/paths/beginner-python/,11,395,2236,4.61%,347,16,16,1727,8.952320675105485,335,194,learn.beginner-python,developer;student,vs-code,beginner,chnoring,softchris
Architect a data platform in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,8,41937,428012,4.60%,2150,99,96,1727,27.554405020228756,8763,390,learn.architect-data-platform,solution-architect,azure;azure-sql-database;azure-synapse-analytics;azure-cosmos-db,intermediate,jaboes,jboeshart
Configure and use the general ledger in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-use-general-ledger-dyn365-finance/,9,6666,89957,4.58%,1921,88,91,1727,41.68907890789079,1425,810,learn-dynamics.configure-use-general-ledger-dynamics-365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,beginner,cstorega,cstorega
Fundamentals of Bicep,https://docs.microsoft.com/en-us/learn/paths/fundamentals-bicep/,5,4955,45250,4.55%,3405,155,170,1727,35.26169189371006,157,179,learn.bicep-deploy-manage,developer;administrator;solution-architect,azure;azure-resource-manager,beginner,jodowns,johndowns
Develop using Power Apps and Power Automate for Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/power-apps-power-automate-business-central/,5,576,3643,4.50%,222,10,11,1727,16.1484375,294,388,learn-dynamics.power-apps-power-automate-business-central,developer;functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Solution Architect: Design Microsoft Power Platform solutions,https://docs.microsoft.com/en-us/learn/paths/solution-architect-data/,12,3109,32286,4.50%,1777,80,83,1727,33.016173474857936,881,426,learn-bizapps.solution-architect-design,solution-architect,power-platform;dynamics-365;power-apps;power-automate;power-virtual-agents,advanced,dbeasley,DaveBeasley
Automate a business process using Power Automate,https://docs.microsoft.com/en-us/learn/paths/automate-process-power-automate/,7,47579,266995,4.48%,20849,934,812,1727,15.807576171560282,12218,297,learn-bizapps.automate-process-using-flow,business-user;functional-consultant;maker;administrator,power-platform;power-automate,beginner,kschimke,KevSch
Deploy Azure resources by using Bicep and GitHub Actions,https://docs.microsoft.com/en-us/learn/paths/bicep-github-actions/,5,808,4488,4.47%,246,11,16,1727,17.65348597359736,35,209,learn.bicep-github-actions,developer;administrator;solution-architect,azure;azure-resource-manager,intermediate,jodowns,johndowns
Create financial reports in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/create-financial-reports-dynamics-365-business-central/,5,968,5871,4.46%,224,10,12,1727,14.823261019283747,520,224,learn-dynamics.create-financial-reports-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Take your first steps with F#,https://docs.microsoft.com/en-us/learn/paths/fsharp-first-steps/,5,1448,11328,4.45%,809,36,44,1727,13.877681860036832,330,102,learn.languages.fsharp-first-steps,developer;student,dotnet,beginner,chnoring,softchris
Web development for beginners,https://docs.microsoft.com/en-us/learn/paths/web-development-101/,6,5524,45440,4.41%,3765,166,197,1727,16.950531016171855,2061,109,learn.student-evangelism.web-development-101,student,azure,beginner,jelooper,softchris
Power BI for Tableau users,https://docs.microsoft.com/en-us/learn/paths/power-bi-tableau/,7,1545,10716,4.36%,940,41,47,1727,14.94906148867314,705,304,learn-bizapps.power-bi-tableau,data-analyst;business-user,power-bi,intermediate,robde,heyrob
Work with relational data in Azure,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,6,5978,39940,4.30%,1046,45,49,1727,16.431738597078176,6891,310,learn.work-with-relational-data-in-azure,developer;data-engineer,azure;azure-sql-database;azure-cloud-shell;azure-clis,intermediate,adsteven,adrianstevens
Cloud computing basics for developers,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-developer-basics/,6,2137,14700,4.28%,1239,53,59,1727,19.89121821868663,2308,413,learn.cmu-cloud-computing.cmu-cloud-computing-basics,developer;student,azure,beginner;intermediate,chnoring,softchris
Build web applications with Blazor,https://docs.microsoft.com/en-us/learn/paths/build-web-apps-with-blazor/,7,9474,80680,4.26%,2533,108,126,1727,26.954741045668847,574,258,learn.aspnet.build-blazor-webapps,developer,blazor;aspnet-core;dotnet,beginner;intermediate,jefritz,csharpfritz
Use basic formulas to make better Power Apps canvas apps,https://docs.microsoft.com/en-us/learn/paths/use-basic-formulas-powerapps-canvas-app/,3,9483,44586,4.25%,4804,204,198,1727,12.22229428099406,3551,151,learn-bizapps.use-basic-formulas-make-better-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,intermediate,kschimke,KevSch
Continuous integration with Azure DevOps for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/continuous-integration/,7,1463,10198,4.24%,495,21,22,1727,22.11531100478469,257,432,learn-dynamics.continuous-integration,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
AZ-400: Define and implement continuous integration,https://docs.microsoft.com/en-us/learn/paths/az-400-define-implement-continuous-integration/,11,12285,99621,4.23%,803,34,37,1727,29.23493148826482,2332,686,learn.az-400-define-implement-continuous-integration,devops-engineer;administrator;developer;solution-architect,azure;azure-devops;azure-virtual-machines;azure-automation,beginner,sdanie,steved0x
Building Open Source Software (OSS) Analytics Solutions with Azure HDInsight,https://docs.microsoft.com/en-us/learn/paths/build-oss-analytical-solutions-az-hdinsight/,7,554,4079,4.22%,308,13,14,1727,16.35682912154031,1196,306,learn.wwl.build-oss-analytical-solutions-az-hdinsight,data-engineer;data-scientist,azure-hdinsight,intermediate,jamesh,wwlpublish
Get started with the features in Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/get-started-features-project-operations/,7,1191,9265,4.22%,308,13,15,1727,21.499258326336413,143,715,learn-dynamics.get-started-features-project-operations,functional-consultant;business-user,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations;dynamics-sales;dynamics-field-service,intermediate,cstorega,cstorega
Cloud administration basics,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-admin-basics/,3,1781,11530,4.14%,1160,48,52,1727,19.844478757252478,3061,206,learn.cmu-cloud-admin.cmu-cloud-admin-basics,administrator;student,azure,beginner,chnoring,softchris
Classify space rocks by using Python and artificial intelligence,https://docs.microsoft.com/en-us/learn/paths/classify-space-rocks-artificial-intelligence-nasa/,4,537,3113,4.03%,372,15,18,1727,12.717783985102422,1385,116,learn.classify-space-rocks-artificial-intelligence-nasa,student;data-scientist,vs-code,beginner,sguthals,drguthals
Monitor and troubleshoot Windows Server environments,https://docs.microsoft.com/en-us/learn/paths/monitor-troubleshoot-windows-server-environments/,9,7808,61593,4.03%,496,20,22,1727,14.20419868510929,128,438,learn.wwl.monitor-troubleshoot-windows-server-environments,administrator;solution-architect;technology-manager,azure;azure-active-directory;windows-server,intermediate,tonyj,wwlpublish
Create serverless applications,https://docs.microsoft.com/en-us/learn/paths/create-serverless-applications/,11,16801,181628,4.01%,7326,294,311,1727,29.09124258476678,17473,517,learn.create-serverless-applications,developer;student,azure;azure-functions;azure-portal;azure-cosmos-db;azure-storage;azure-cloud-shell,beginner;intermediate,glenga,ggailey777
Work with Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/work-asset-management-dyn365-supply-chain-mgmt/,12,868,7439,3.98%,226,9,10,1727,16.5803955453149,603,792,learn-dynamics.work-asset-management-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,cstorega,cstorega
AZ-400: Develop a Site Reliability Engineering (SRE) strategy,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-sre-strategy/,8,13397,106039,3.98%,854,34,37,1727,18.674904829439427,1891,466,learn.az-400-develop-sre-strategy,devops-engineer;administrator;developer;solution-architect,azure;azure-monitor;azure-load-balancer;azure-virtual-machines,beginner,thpetche,tpetchel
Linux on Azure,https://docs.microsoft.com/en-us/learn/paths/azure-linux/,5,133189,1530984,3.95%,3240,128,135,1727,34.150989946617216,2775,220,learn.azure-linux,solution-architect;administrator;developer,azure,beginner,nickwalk,nickwalkmsft
Foundations of data science for machine learning,https://docs.microsoft.com/en-us/learn/paths/machine-learning-foundations-using-data-science/,14,13518,172296,3.94%,3808,150,165,1727,53.34696577402969,492,763,learn.machinelearning.machine-learning-foundations-using-data-science,ai-engineer;data-scientist;developer;student,azure,beginner;intermediate,jasdeb,TomReidNZ
Extend Office clients with Office add-ins – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-office-add-in-associate/,4,1357,5218,3.93%,509,20,23,1727,8.667808892164087,772,316,learn-m365.m365-office-add-in-associate,developer,m365;office-add-ins,intermediate,suzanz,andrewconnell-msft
SAP certified offerings for Azure,https://docs.microsoft.com/en-us/learn/paths/sap-certified-offerings/,4,691,3973,3.84%,495,19,22,1727,14.582730342498794,1839,189,learn.wwl.sap-certified-offerings-azure,administrator,azure,beginner,bradj,wwlpublish
Consume data with Power BI,https://docs.microsoft.com/en-us/learn/paths/consume-data-with-power-bi/,3,35654,163144,3.83%,22789,872,779,1727,12.836053925693237,15184,218,learn-bizapps.get-started-using-power-bi,business-user,power-bi;power-platform,beginner,robde,heyrob
Administer infrastructure resources in Azure,https://docs.microsoft.com/en-us/learn/paths/administer-infrastructure-resources-in-azure/,12,46211,376525,3.79%,1952,74,49,1727,19.036263010971414,9965,665,learn.administer-infrastructure-resources-in-azure,administrator,azure;azure-virtual-machines;azure-storage;azure-portal;azure-monitor;azure-clis;azure-resource-manager;azure-automation,beginner,adsteven,adrianstevens
"Monitor the usage, performance, and availability of resources with Azure Monitor",https://docs.microsoft.com/en-us/learn/paths/monitor-usage-performance-availability-resources-azure-monitor/,7,11352,124920,3.70%,514,19,21,1727,27.12929292929293,221,331,learn.monitor-usage-performance-availability-resources-azure-monitor,solution-architect;administrator,azure;azure-monitor,beginner,cwatson,cwatson-cat
Build custom connectors for Power Automate,https://docs.microsoft.com/en-us/learn/paths/build-custom-connectors/,7,904,5179,3.64%,385,14,15,1727,17.464398967551624,246,259,learn-bizapps.build-custom-connectors,maker,power-platform;power-automate,intermediate,dbeasley,DaveBeasley
Use Success by Design for Dynamics 365 apps solutions,https://docs.microsoft.com/en-us/learn/paths/use-success-design/,13,2734,20832,3.60%,1249,45,50,1727,19.65092050719337,606,686,learn-dynamics.use-success-design,solution-architect;functional-consultant,dynamics-365;dynamics-sales;dynamics-marketing;dynamics-customer-service;dynamics-field-service;dynamics-finance;dynamics-scm;dynamics-finance-operations;dynamics-project-operations;dynamics-commerce;dynamics-human-resources,advanced,cstorega,cstorega
Deploy Azure resources by using Bicep and Azure Pipelines,https://docs.microsoft.com/en-us/learn/paths/bicep-azure-pipelines/,5,1806,13708,3.54%,820,29,31,1727,29.776458102620893,51,212,learn.bicep-azure-pipelines,developer;administrator;solution-architect,azure;azure-resource-manager,intermediate,jodowns,johndowns
Create data-driven websites by using the Python framework Django,https://docs.microsoft.com/en-us/learn/paths/django-create-data-driven-websites/,6,1554,13254,3.53%,936,33,35,1727,20.040208065208066,610,180,learn.django-create-data-driven-websites,developer;student,azure;vs-code;azure-app-service,intermediate,chnoring,GeekTrainer
Build JavaScript applications by using TypeScript,https://docs.microsoft.com/en-us/learn/paths/build-javascript-applications-typescript/,8,5845,44072,3.48%,1927,67,83,1727,22.297701739378386,1250,376,learn.build-javascript-applications-typescript,student;developer,vs-code,intermediate,chnoring,softchris
Get started with SharePoint Syntex,https://docs.microsoft.com/en-us/learn/paths/syntex-get-started/,5,636,3502,3.33%,450,15,17,1727,16.431761006289307,243,95,learn-m365.syntex-get-started,administrator;business-user,m365,beginner,teleary,temanteleary
Build real world applications with Python,https://docs.microsoft.com/en-us/learn/paths/python-language/,4,18892,99805,3.31%,4712,156,176,1727,13.0403292398899,2282,150,learn.languages.python-apps,developer;student,vs-code,beginner,chnoring,softchris
Interface with Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/interface-with-business-central/,5,1102,8223,3.25%,338,11,12,1727,17.905883242589233,245,259,learn-dynamics.interface-with-business-central,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Explore Microsoft Graph scenarios for ASP.NET Core development,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-dotnet-core-scenarios/,3,906,4378,3.23%,403,13,15,1727,10.014919058130978,169,108,learn-m365.msgraph-dotnet-core-scenarios,developer,m365;ms-graph;dotnet-core,intermediate,dwahlin,DanWahlin
