Order,ModuleUrl,Uid,Url,Certification,LearningPathUrl,Title,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,Month,Year
805,https://docs.microsoft.com/en-us/learn/modules/operationalize-azure-data-factory-pipelines/,learn.wwl.operationalize-your-azure-data-factory-pipelines,/learn/modules/operationalize-azure-data-factory-pipelines/,dp-203,https://docs.microsoft.com/en-us/learn/paths/data-integration-scale-azure-data-factory/,Operationalize your Azure Data Factory or Azure Synapse Pipeline,9,"1,253","10,746",67.61%,"1,025",693,743,1.0,559.7297222,26.80270019,47,4.7647058819999994,17,,,azure-data-factory;azure-synapse-analytics,data-engineer;data-scientist,intermediate,9,2021
806,https://docs.microsoft.com/en-us/learn/modules/data-integration-azure-data-factory/,learn.wwl.integrate-data-azure-data-factory,/learn/modules/data-integration-azure-data-factory/,dp-203,https://docs.microsoft.com/en-us/learn/paths/data-integration-scale-azure-data-factory/,Data integration with Azure Data Factory,13,"4,363","43,571",39.07%,"3,563","1,392","1,355",10.0,2373.0025,32.63354343,62,4.578125,64,,,azure-data-factory;azure-synapse-analytics,data-engineer;data-scientist,beginner,9,2021
807,https://docs.microsoft.com/en-us/learn/modules/execute-existing-ssis-packages-azure-data-factory/,learn.wwl.execute-existing-ssis-packages-azure-data-factory,/learn/modules/execute-existing-ssis-packages-azure-data-factory/,dp-203,https://docs.microsoft.com/en-us/learn/paths/data-integration-scale-azure-data-factory/,Execute existing SSIS packages in Azure Data Factory,8,"1,344","10,305",69.08%,"1,077",744,807,2.0,378.5425,16.89921875,24,4.8571428569999995,28,,,azure-data-factory;azure-synapse-analytics,data-engineer,intermediate,9,2021
808,https://docs.microsoft.com/en-us/learn/modules/work-dataframes-columns-azure-databricks/,learn.wwl.work-dataframes-columns-azure-databricks,/learn/modules/work-dataframes-columns-azure-databricks/,dp-203,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,Work with DataFrames columns in Azure Databricks,6,"1,037","7,373",73.10%,922,674,758,1.0,161.55333330000002,9.34734812,43,4.655172414,29,,,azure-databricks,data-engineer,intermediate,9,2021
809,https://docs.microsoft.com/en-us/learn/modules/work-dataframes-azure-databricks/,learn.wwl.work-dataframes-azure-databricks,/learn/modules/work-dataframes-azure-databricks/,dp-203,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,Work with DataFrames in Azure Databricks,7,"1,578","12,380",66.42%,"1,370",910,988,1.0,246.4855556,9.372074356,46,4.7619047619999995,42,,,azure-databricks,data-engineer,intermediate,9,2021
810,https://docs.microsoft.com/en-us/learn/modules/work-dataframes-advanced-methods-azure-databricks/,learn.wwl.work-dataframes-advanced-methods-azure-databricks,/learn/modules/work-dataframes-advanced-methods-azure-databricks/,dp-203,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,Work with DataFrames advanced methods in Azure Databricks,6,979,"6,825",72.47%,890,645,733,1.0,165.765,10.15924413,42,4.7241379310000005,29,,,azure-databricks,data-engineer,intermediate,9,2021
811,https://docs.microsoft.com/en-us/learn/modules/spark-architecture-fundamentals/,learn.wwl.spark-architecture-fundamentals,/learn/modules/spark-architecture-fundamentals/,dp-203,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,Spark architecture fundamentals,5,"2,124","13,227",63.97%,"1,804","1,154","1,221",2.0,599.0263888999999,16.921649399999996,33,4.565217391,69,,,azure-databricks,data-engineer,intermediate,9,2021
812,https://docs.microsoft.com/en-us/learn/modules/read-write-data-azure-databricks/,learn.wwl.read-write-data-azure-databricks,/learn/modules/read-write-data-azure-databricks/,dp-203,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,Read and write data in Azure Databricks,9,"2,054","20,124",53.90%,"1,820",981,"1,076",3.0,465.84666669999996,13.60798442,60,4.645833333,48,,,azure-databricks,data-engineer,intermediate,9,2021
813,https://docs.microsoft.com/en-us/learn/modules/process-streaming-data-azure-databricks-structured-streaming/,learn.wwl.process-streaming-data-azure-databricks-structured-streaming,/learn/modules/process-streaming-data-azure-databricks-structured-streaming/,dp-203,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,Process streaming data with Azure Databricks structured streaming,7,876,"6,897",71.34%,764,545,616,1.0,203.3783333,13.93002283,46,4.80952381,21,,,azure-databricks,data-engineer,intermediate,9,2021
814,https://docs.microsoft.com/en-us/learn/modules/integrate-azure-databricks-other-azure-services/,learn.wwl.integrate-azure-databricks-other-azure-services,/learn/modules/integrate-azure-databricks-other-azure-services/,dp-203,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,Integrate Azure Databricks with Azure Synapse,4,837,"4,136",75.95%,711,540,599,,107.09944440000001,7.67737953,23,4.7,20,,,azure-databricks,data-engineer,intermediate,9,2021
815,https://docs.microsoft.com/en-us/learn/modules/implement-ci-cd-azure-devops/,learn.wwl.implement-ci-cd-azure-devops,/learn/modules/implement-ci-cd-azure-devops/,dp-203,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,Implement CI/CD with Azure DevOps,5,"1,192","6,206",60.98%,938,572,626,3.0,253.54527779999998,12.7623462,28,4.681818182,22,,,azure-databricks,data-engineer,intermediate,9,2021
