46,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-303,Architect compute infrastructure in Azure,9.0,74594.0,720801.0,8.18%,2458.0,201.0,176.0,1727,36.174975869372865,10231,434.0,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,1,2022
47,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-304,Architect compute infrastructure in Azure,9.0,74594.0,720801.0,8.18%,2458.0,201.0,176.0,1727,36.174975869372865,10231,434.0,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,1,2022
48,learn.administer-infrastructure-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/administer-infrastructure-resources-in-azure/,12,az-103,Administer infrastructure resources in Azure,12.0,46211.0,376525.0,3.79%,1952.0,74.0,49.0,1727,19.036263010971414,9965,665.0,learn.administer-infrastructure-resources-in-azure,administrator,azure;azure-virtual-machines;azure-storage;azure-portal;azure-monitor;azure-clis;azure-resource-manager;azure-automation,beginner,1,2022
49,learn.administer-containers-in-azure,https://docs.microsoft.com/en-us/learn/paths/administer-containers-in-azure/,7,az-103,Administer containers in Azure,7.0,17941.0,115957.0,9.32%,1610.0,150.0,155.0,1727,22.110848522007323,6742,310.0,learn.administer-containers-in-azure,administrator,azure;azure-container-instances;azure-container-registry,beginner,1,2022
50,learn.az104-admin-prerequisites,https://docs.microsoft.com/en-us/learn/paths/az-104-administrator-prerequisites/,6,az-104,AZ-104: Prerequisites for Azure administrators,6.0,56479.0,708043.0,5.88%,45855.0,2694.0,2811.0,1727,28.932019865790824,21509,220.0,learn.az104-admin-prerequisites,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-clis;azure-active-directory;azure-container-instances;azure-container-registry;azure-storage,beginner,1,2022
51,learn.az-104-monitor-backup-resources,https://docs.microsoft.com/en-us/learn/paths/az-104-monitor-backup-resources/,9,az-104,AZ-104: Monitor and back up Azure resources,9.0,10696.0,214864.0,17.76%,7324.0,1301.0,1415.0,1727,40.27473198703564,6975,290.0,learn.az-104-monitor-backup-resources,administrator,azure;azure-virtual-machines;azure-monitor;azure-application-insights;azure-backup;azure-site-recovery,beginner,1,2022
52,learn.az-104-manage-virtual-networks,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,15,az-104,AZ-104: Configure and manage virtual networks for Azure administrators,15.0,17696.0,440054.0,10.48%,11451.0,1200.0,1269.0,1727,55.50216056359253,9413,480.0,learn.az-104-manage-virtual-networks,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-dns;azure-vpn-gateway;azure-expressroute;azure-application-gateway;azure-load-balancer;azure-bastion;azure-firewall;azure-virtual-desktop,beginner,1,2022
53,learn.az-104-manage-storage,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,8,az-104,AZ-104: Implement and manage storage in Azure,8.0,25057.0,418269.0,14.03%,11376.0,1596.0,1706.0,1727,39.247721860823994,8893,233.0,learn.az-104-manage-storage,administrator,azure;azure-storage;azure-storage-accounts;azure-storage-explorer;azure-blob-storage;azure-files;azure-virtual-machines,beginner,1,2022
54,learn.az-104-manage-identities-governance,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-identities-governance/,8,az-104,AZ-104: Manage identities and governance in Azure,8.0,26575.0,489022.0,13.82%,19127.0,2644.0,2830.0,1727,41.34443273753528,10914,247.0,learn.az-104-manage-identities-governance,administrator,azure;azure-active-directory;azure-rbac;azure-resource-manager;azure-cost-management,beginner,1,2022
55,learn.az-104-manage-compute-resources,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,11,az-104,AZ-104: Deploy and manage Azure compute resources,11.0,32121.0,466811.0,8.74%,10125.0,885.0,973.0,1727,29.861842200844727,8576,379.0,learn.az-104-manage-compute-resources,administrator,azure;azure-virtual-machines;azure-clis;azure-resource-manager;azure-vm-scalesets;azure-container-instances;azure-container-registry;azure-kubernetes-service,beginner,1,2022
